"school_id","school_name","address","city","state","zip_code","class_id","school_id-2","class_name","city-2","schedule_time","room_number","teacher_id","school_id-3","first_name","last_name","subject","hire_date","enrollment_id","school_id-4","boy_id","girl_id","enrollment_date","student_id","school_id-5","first_name-2","last_name-2","date_of_birth","grade_level","subject_id","school_id-6","subject_name","description","credits","teacher_name"
690,"School 690","Address 690","City 0","State 0","ZIP00690",689,690,"Class 689","City 9","11:29:00","Room 39",689,690,"TeacherFirstName689","TeacherLastName689","Subject 9","2010-11-21",689,690,190,190,"2022-11-21",689,690,"FirstName689","LastName689","2000-07-08",6,1689,690,"Unique Subject 1689","Unique description for subject 1689",5,"Teacher 1689"
691,"School 691","Address 691","City 1","State 1","ZIP00691",690,691,"Class 690","City 0","11:30:00","Room 40",690,691,"TeacherFirstName690","TeacherLastName690","Subject 0","2010-11-22",690,691,191,191,"2022-11-22",690,691,"FirstName690","LastName690","2000-07-09",7,1690,691,"Unique Subject 1690","Unique description for subject 1690",1,"Teacher 1690"
692,"School 692","Address 692","City 2","State 2","ZIP00692",691,692,"Class 691","City 1","11:31:00","Room 41",691,692,"TeacherFirstName691","TeacherLastName691","Subject 1","2010-11-23",691,692,192,192,"2022-11-23",691,692,"FirstName691","LastName691","2000-07-10",8,1691,692,"Unique Subject 1691","Unique description for subject 1691",2,"Teacher 1691"
693,"School 693","Address 693","City 3","State 3","ZIP00693",692,693,"Class 692","City 2","11:32:00","Room 42",692,693,"TeacherFirstName692","TeacherLastName692","Subject 2","2010-11-24",692,693,193,193,"2022-11-24",692,693,"FirstName692","LastName692","2000-07-11",9,1692,693,"Unique Subject 1692","Unique description for subject 1692",3,"Teacher 1692"
694,"School 694","Address 694","City 4","State 4","ZIP00694",693,694,"Class 693","City 3","11:33:00","Room 43",693,694,"TeacherFirstName693","TeacherLastName693","Subject 3","2010-11-25",693,694,194,194,"2022-11-25",693,694,"FirstName693","LastName693","2000-07-12",10,1693,694,"Unique Subject 1693","Unique description for subject 1693",4,"Teacher 1693"
695,"School 695","Address 695","City 5","State 0","ZIP00695",694,695,"Class 694","City 4","11:34:00","Room 44",694,695,"TeacherFirstName694","TeacherLastName694","Subject 4","2010-11-26",694,695,195,195,"2022-11-26",694,695,"FirstName694","LastName694","2000-07-13",11,1694,695,"Unique Subject 1694","Unique description for subject 1694",5,"Teacher 1694"
696,"School 696","Address 696","City 6","State 1","ZIP00696",695,696,"Class 695","City 5","11:35:00","Room 45",695,696,"TeacherFirstName695","TeacherLastName695","Subject 5","2010-11-27",695,696,196,196,"2022-11-27",695,696,"FirstName695","LastName695","2000-07-14",12,1695,696,"Unique Subject 1695","Unique description for subject 1695",1,"Teacher 1695"
697,"School 697","Address 697","City 7","State 2","ZIP00697",696,697,"Class 696","City 6","11:36:00","Room 46",696,697,"TeacherFirstName696","TeacherLastName696","Subject 6","2010-11-28",696,697,197,197,"2022-11-28",696,697,"FirstName696","LastName696","2000-07-15",1,1696,697,"Unique Subject 1696","Unique description for subject 1696",2,"Teacher 1696"
698,"School 698","Address 698","City 8","State 3","ZIP00698",697,698,"Class 697","City 7","11:37:00","Room 47",697,698,"TeacherFirstName697","TeacherLastName697","Subject 7","2010-11-29",697,698,198,198,"2022-11-29",697,698,"FirstName697","LastName697","2000-07-16",2,1697,698,"Unique Subject 1697","Unique description for subject 1697",3,"Teacher 1697"
699,"School 699","Address 699","City 9","State 4","ZIP00699",698,699,"Class 698","City 8","11:38:00","Room 48",698,699,"TeacherFirstName698","TeacherLastName698","Subject 8","2010-11-30",698,699,199,199,"2022-11-30",698,699,"FirstName698","LastName698","2000-07-17",3,1698,699,"Unique Subject 1698","Unique description for subject 1698",4,"Teacher 1698"
700,"School 700","Address 700","City 0","State 0","ZIP00700",699,700,"Class 699","City 9","11:39:00","Room 49",699,700,"TeacherFirstName699","TeacherLastName699","Subject 9","2010-12-01",699,700,200,200,"2022-12-01",699,700,"FirstName699","LastName699","2000-07-18",4,1699,700,"Unique Subject 1699","Unique description for subject 1699",5,"Teacher 1699"
701,"School 701","Address 701","City 1","State 1","ZIP00701",700,701,"Class 700","City 0","11:40:00","Room 0",700,701,"TeacherFirstName700","TeacherLastName700","Subject 0","2010-12-02",700,701,201,201,"2022-12-02",700,701,"FirstName700","LastName700","2000-07-19",5,1700,701,"Unique Subject 1700","Unique description for subject 1700",1,"Teacher 1700"
702,"School 702","Address 702","City 2","State 2","ZIP00702",701,702,"Class 701","City 1","11:41:00","Room 1",701,702,"TeacherFirstName701","TeacherLastName701","Subject 1","2010-12-03",701,702,202,202,"2022-12-03",701,702,"FirstName701","LastName701","2000-07-20",6,1701,702,"Unique Subject 1701","Unique description for subject 1701",2,"Teacher 1701"
703,"School 703","Address 703","City 3","State 3","ZIP00703",702,703,"Class 702","City 2","11:42:00","Room 2",702,703,"TeacherFirstName702","TeacherLastName702","Subject 2","2010-12-04",702,703,203,203,"2022-12-04",702,703,"FirstName702","LastName702","2000-07-21",7,1702,703,"Unique Subject 1702","Unique description for subject 1702",3,"Teacher 1702"
704,"School 704","Address 704","City 4","State 4","ZIP00704",703,704,"Class 703","City 3","11:43:00","Room 3",703,704,"TeacherFirstName703","TeacherLastName703","Subject 3","2010-12-05",703,704,204,204,"2022-12-05",703,704,"FirstName703","LastName703","2000-07-22",8,1703,704,"Unique Subject 1703","Unique description for subject 1703",4,"Teacher 1703"
705,"School 705","Address 705","City 5","State 0","ZIP00705",704,705,"Class 704","City 4","11:44:00","Room 4",704,705,"TeacherFirstName704","TeacherLastName704","Subject 4","2010-12-06",704,705,205,205,"2022-12-06",704,705,"FirstName704","LastName704","2000-07-23",9,1704,705,"Unique Subject 1704","Unique description for subject 1704",5,"Teacher 1704"
706,"School 706","Address 706","City 6","State 1","ZIP00706",705,706,"Class 705","City 5","11:45:00","Room 5",705,706,"TeacherFirstName705","TeacherLastName705","Subject 5","2010-12-07",705,706,206,206,"2022-12-07",705,706,"FirstName705","LastName705","2000-07-24",10,1705,706,"Unique Subject 1705","Unique description for subject 1705",1,"Teacher 1705"
707,"School 707","Address 707","City 7","State 2","ZIP00707",706,707,"Class 706","City 6","11:46:00","Room 6",706,707,"TeacherFirstName706","TeacherLastName706","Subject 6","2010-12-08",706,707,207,207,"2022-12-08",706,707,"FirstName706","LastName706","2000-07-25",11,1706,707,"Unique Subject 1706","Unique description for subject 1706",2,"Teacher 1706"
708,"School 708","Address 708","City 8","State 3","ZIP00708",707,708,"Class 707","City 7","11:47:00","Room 7",707,708,"TeacherFirstName707","TeacherLastName707","Subject 7","2010-12-09",707,708,208,208,"2022-12-09",707,708,"FirstName707","LastName707","2000-07-26",12,1707,708,"Unique Subject 1707","Unique description for subject 1707",3,"Teacher 1707"
709,"School 709","Address 709","City 9","State 4","ZIP00709",708,709,"Class 708","City 8","11:48:00","Room 8",708,709,"TeacherFirstName708","TeacherLastName708","Subject 8","2010-12-10",708,709,209,209,"2022-12-10",708,709,"FirstName708","LastName708","2000-07-27",1,1708,709,"Unique Subject 1708","Unique description for subject 1708",4,"Teacher 1708"
710,"School 710","Address 710","City 0","State 0","ZIP00710",709,710,"Class 709","City 9","11:49:00","Room 9",709,710,"TeacherFirstName709","TeacherLastName709","Subject 9","2010-12-11",709,710,210,210,"2022-12-11",709,710,"FirstName709","LastName709","2000-07-28",2,1709,710,"Unique Subject 1709","Unique description for subject 1709",5,"Teacher 1709"
711,"School 711","Address 711","City 1","State 1","ZIP00711",710,711,"Class 710","City 0","11:50:00","Room 10",710,711,"TeacherFirstName710","TeacherLastName710","Subject 0","2010-12-12",710,711,211,211,"2022-12-12",710,711,"FirstName710","LastName710","2000-07-29",3,1710,711,"Unique Subject 1710","Unique description for subject 1710",1,"Teacher 1710"
712,"School 712","Address 712","City 2","State 2","ZIP00712",711,712,"Class 711","City 1","11:51:00","Room 11",711,712,"TeacherFirstName711","TeacherLastName711","Subject 1","2010-12-13",711,712,212,212,"2022-12-13",711,712,"FirstName711","LastName711","2000-07-30",4,1711,712,"Unique Subject 1711","Unique description for subject 1711",2,"Teacher 1711"
713,"School 713","Address 713","City 3","State 3","ZIP00713",712,713,"Class 712","City 2","11:52:00","Room 12",712,713,"TeacherFirstName712","TeacherLastName712","Subject 2","2010-12-14",712,713,213,213,"2022-12-14",712,713,"FirstName712","LastName712","2000-07-31",5,1712,713,"Unique Subject 1712","Unique description for subject 1712",3,"Teacher 1712"
714,"School 714","Address 714","City 4","State 4","ZIP00714",713,714,"Class 713","City 3","11:53:00","Room 13",713,714,"TeacherFirstName713","TeacherLastName713","Subject 3","2010-12-15",713,714,214,214,"2022-12-15",713,714,"FirstName713","LastName713","2000-08-01",6,1713,714,"Unique Subject 1713","Unique description for subject 1713",4,"Teacher 1713"
715,"School 715","Address 715","City 5","State 0","ZIP00715",714,715,"Class 714","City 4","11:54:00","Room 14",714,715,"TeacherFirstName714","TeacherLastName714","Subject 4","2010-12-16",714,715,215,215,"2022-12-16",714,715,"FirstName714","LastName714","2000-08-02",7,1714,715,"Unique Subject 1714","Unique description for subject 1714",5,"Teacher 1714"
716,"School 716","Address 716","City 6","State 1","ZIP00716",715,716,"Class 715","City 5","11:55:00","Room 15",715,716,"TeacherFirstName715","TeacherLastName715","Subject 5","2010-12-17",715,716,216,216,"2022-12-17",715,716,"FirstName715","LastName715","2000-08-03",8,1715,716,"Unique Subject 1715","Unique description for subject 1715",1,"Teacher 1715"
717,"School 717","Address 717","City 7","State 2","ZIP00717",716,717,"Class 716","City 6","11:56:00","Room 16",716,717,"TeacherFirstName716","TeacherLastName716","Subject 6","2010-12-18",716,717,217,217,"2022-12-18",716,717,"FirstName716","LastName716","2000-08-04",9,1716,717,"Unique Subject 1716","Unique description for subject 1716",2,"Teacher 1716"
718,"School 718","Address 718","City 8","State 3","ZIP00718",717,718,"Class 717","City 7","11:57:00","Room 17",717,718,"TeacherFirstName717","TeacherLastName717","Subject 7","2010-12-19",717,718,218,218,"2022-12-19",717,718,"FirstName717","LastName717","2000-08-05",10,1717,718,"Unique Subject 1717","Unique description for subject 1717",3,"Teacher 1717"
719,"School 719","Address 719","City 9","State 4","ZIP00719",718,719,"Class 718","City 8","11:58:00","Room 18",718,719,"TeacherFirstName718","TeacherLastName718","Subject 8","2010-12-20",718,719,219,219,"2022-12-20",718,719,"FirstName718","LastName718","2000-08-06",11,1718,719,"Unique Subject 1718","Unique description for subject 1718",4,"Teacher 1718"
720,"School 720","Address 720","City 0","State 0","ZIP00720",719,720,"Class 719","City 9","11:59:00","Room 19",719,720,"TeacherFirstName719","TeacherLastName719","Subject 9","2010-12-21",719,720,220,220,"2022-12-21",719,720,"FirstName719","LastName719","2000-08-07",12,1719,720,"Unique Subject 1719","Unique description for subject 1719",5,"Teacher 1719"
721,"School 721","Address 721","City 1","State 1","ZIP00721",720,721,"Class 720","City 0","12:00:00","Room 20",720,721,"TeacherFirstName720","TeacherLastName720","Subject 0","2010-12-22",720,721,221,221,"2022-12-22",720,721,"FirstName720","LastName720","2000-08-08",1,1720,721,"Unique Subject 1720","Unique description for subject 1720",1,"Teacher 1720"
722,"School 722","Address 722","City 2","State 2","ZIP00722",721,722,"Class 721","City 1","12:01:00","Room 21",721,722,"TeacherFirstName721","TeacherLastName721","Subject 1","2010-12-23",721,722,222,222,"2022-12-23",721,722,"FirstName721","LastName721","2000-08-09",2,1721,722,"Unique Subject 1721","Unique description for subject 1721",2,"Teacher 1721"
723,"School 723","Address 723","City 3","State 3","ZIP00723",722,723,"Class 722","City 2","12:02:00","Room 22",722,723,"TeacherFirstName722","TeacherLastName722","Subject 2","2010-12-24",722,723,223,223,"2022-12-24",722,723,"FirstName722","LastName722","2000-08-10",3,1722,723,"Unique Subject 1722","Unique description for subject 1722",3,"Teacher 1722"
724,"School 724","Address 724","City 4","State 4","ZIP00724",723,724,"Class 723","City 3","12:03:00","Room 23",723,724,"TeacherFirstName723","TeacherLastName723","Subject 3","2010-12-25",723,724,224,224,"2022-12-25",723,724,"FirstName723","LastName723","2000-08-11",4,1723,724,"Unique Subject 1723","Unique description for subject 1723",4,"Teacher 1723"
725,"School 725","Address 725","City 5","State 0","ZIP00725",724,725,"Class 724","City 4","12:04:00","Room 24",724,725,"TeacherFirstName724","TeacherLastName724","Subject 4","2010-12-26",724,725,225,225,"2022-12-26",724,725,"FirstName724","LastName724","2000-08-12",5,1724,725,"Unique Subject 1724","Unique description for subject 1724",5,"Teacher 1724"
726,"School 726","Address 726","City 6","State 1","ZIP00726",725,726,"Class 725","City 5","12:05:00","Room 25",725,726,"TeacherFirstName725","TeacherLastName725","Subject 5","2010-12-27",725,726,226,226,"2022-12-27",725,726,"FirstName725","LastName725","2000-08-13",6,1725,726,"Unique Subject 1725","Unique description for subject 1725",1,"Teacher 1725"
727,"School 727","Address 727","City 7","State 2","ZIP00727",726,727,"Class 726","City 6","12:06:00","Room 26",726,727,"TeacherFirstName726","TeacherLastName726","Subject 6","2010-12-28",726,727,227,227,"2022-12-28",726,727,"FirstName726","LastName726","2000-08-14",7,1726,727,"Unique Subject 1726","Unique description for subject 1726",2,"Teacher 1726"
728,"School 728","Address 728","City 8","State 3","ZIP00728",727,728,"Class 727","City 7","12:07:00","Room 27",727,728,"TeacherFirstName727","TeacherLastName727","Subject 7","2010-12-29",727,728,228,228,"2022-12-29",727,728,"FirstName727","LastName727","2000-08-15",8,1727,728,"Unique Subject 1727","Unique description for subject 1727",3,"Teacher 1727"
729,"School 729","Address 729","City 9","State 4","ZIP00729",728,729,"Class 728","City 8","12:08:00","Room 28",728,729,"TeacherFirstName728","TeacherLastName728","Subject 8","2010-12-30",728,729,229,229,"2022-12-30",728,729,"FirstName728","LastName728","2000-08-16",9,1728,729,"Unique Subject 1728","Unique description for subject 1728",4,"Teacher 1728"
730,"School 730","Address 730","City 0","State 0","ZIP00730",729,730,"Class 729","City 9","12:09:00","Room 29",729,730,"TeacherFirstName729","TeacherLastName729","Subject 9","2010-12-31",729,730,230,230,"2022-12-31",729,730,"FirstName729","LastName729","2000-08-17",10,1729,730,"Unique Subject 1729","Unique description for subject 1729",5,"Teacher 1729"
731,"School 731","Address 731","City 1","State 1","ZIP00731",730,731,"Class 730","City 0","12:10:00","Room 30",730,731,"TeacherFirstName730","TeacherLastName730","Subject 0","2010-01-01",730,731,231,231,"2022-01-01",730,731,"FirstName730","LastName730","2000-08-18",11,1730,731,"Unique Subject 1730","Unique description for subject 1730",1,"Teacher 1730"
732,"School 732","Address 732","City 2","State 2","ZIP00732",731,732,"Class 731","City 1","12:11:00","Room 31",731,732,"TeacherFirstName731","TeacherLastName731","Subject 1","2010-01-02",731,732,232,232,"2022-01-02",731,732,"FirstName731","LastName731","2000-08-19",12,1731,732,"Unique Subject 1731","Unique description for subject 1731",2,"Teacher 1731"
733,"School 733","Address 733","City 3","State 3","ZIP00733",732,733,"Class 732","City 2","12:12:00","Room 32",732,733,"TeacherFirstName732","TeacherLastName732","Subject 2","2010-01-03",732,733,233,233,"2022-01-03",732,733,"FirstName732","LastName732","2000-08-20",1,1732,733,"Unique Subject 1732","Unique description for subject 1732",3,"Teacher 1732"
734,"School 734","Address 734","City 4","State 4","ZIP00734",733,734,"Class 733","City 3","12:13:00","Room 33",733,734,"TeacherFirstName733","TeacherLastName733","Subject 3","2010-01-04",733,734,234,234,"2022-01-04",733,734,"FirstName733","LastName733","2000-08-21",2,1733,734,"Unique Subject 1733","Unique description for subject 1733",4,"Teacher 1733"
735,"School 735","Address 735","City 5","State 0","ZIP00735",734,735,"Class 734","City 4","12:14:00","Room 34",734,735,"TeacherFirstName734","TeacherLastName734","Subject 4","2010-01-05",734,735,235,235,"2022-01-05",734,735,"FirstName734","LastName734","2000-08-22",3,1734,735,"Unique Subject 1734","Unique description for subject 1734",5,"Teacher 1734"
736,"School 736","Address 736","City 6","State 1","ZIP00736",735,736,"Class 735","City 5","12:15:00","Room 35",735,736,"TeacherFirstName735","TeacherLastName735","Subject 5","2010-01-06",735,736,236,236,"2022-01-06",735,736,"FirstName735","LastName735","2000-08-23",4,1735,736,"Unique Subject 1735","Unique description for subject 1735",1,"Teacher 1735"
737,"School 737","Address 737","City 7","State 2","ZIP00737",736,737,"Class 736","City 6","12:16:00","Room 36",736,737,"TeacherFirstName736","TeacherLastName736","Subject 6","2010-01-07",736,737,237,237,"2022-01-07",736,737,"FirstName736","LastName736","2000-08-24",5,1736,737,"Unique Subject 1736","Unique description for subject 1736",2,"Teacher 1736"
738,"School 738","Address 738","City 8","State 3","ZIP00738",737,738,"Class 737","City 7","12:17:00","Room 37",737,738,"TeacherFirstName737","TeacherLastName737","Subject 7","2010-01-08",737,738,238,238,"2022-01-08",737,738,"FirstName737","LastName737","2000-08-25",6,1737,738,"Unique Subject 1737","Unique description for subject 1737",3,"Teacher 1737"
739,"School 739","Address 739","City 9","State 4","ZIP00739",738,739,"Class 738","City 8","12:18:00","Room 38",738,739,"TeacherFirstName738","TeacherLastName738","Subject 8","2010-01-09",738,739,239,239,"2022-01-09",738,739,"FirstName738","LastName738","2000-08-26",7,1738,739,"Unique Subject 1738","Unique description for subject 1738",4,"Teacher 1738"
740,"School 740","Address 740","City 0","State 0","ZIP00740",739,740,"Class 739","City 9","12:19:00","Room 39",739,740,"TeacherFirstName739","TeacherLastName739","Subject 9","2010-01-10",739,740,240,240,"2022-01-10",739,740,"FirstName739","LastName739","2000-08-27",8,1739,740,"Unique Subject 1739","Unique description for subject 1739",5,"Teacher 1739"
741,"School 741","Address 741","City 1","State 1","ZIP00741",740,741,"Class 740","City 0","12:20:00","Room 40",740,741,"TeacherFirstName740","TeacherLastName740","Subject 0","2010-01-11",740,741,241,241,"2022-01-11",740,741,"FirstName740","LastName740","2000-08-28",9,1740,741,"Unique Subject 1740","Unique description for subject 1740",1,"Teacher 1740"
742,"School 742","Address 742","City 2","State 2","ZIP00742",741,742,"Class 741","City 1","12:21:00","Room 41",741,742,"TeacherFirstName741","TeacherLastName741","Subject 1","2010-01-12",741,742,242,242,"2022-01-12",741,742,"FirstName741","LastName741","2000-08-29",10,1741,742,"Unique Subject 1741","Unique description for subject 1741",2,"Teacher 1741"
743,"School 743","Address 743","City 3","State 3","ZIP00743",742,743,"Class 742","City 2","12:22:00","Room 42",742,743,"TeacherFirstName742","TeacherLastName742","Subject 2","2010-01-13",742,743,243,243,"2022-01-13",742,743,"FirstName742","LastName742","2000-08-30",11,1742,743,"Unique Subject 1742","Unique description for subject 1742",3,"Teacher 1742"
744,"School 744","Address 744","City 4","State 4","ZIP00744",743,744,"Class 743","City 3","12:23:00","Room 43",743,744,"TeacherFirstName743","TeacherLastName743","Subject 3","2010-01-14",743,744,244,244,"2022-01-14",743,744,"FirstName743","LastName743","2000-08-31",12,1743,744,"Unique Subject 1743","Unique description for subject 1743",4,"Teacher 1743"
745,"School 745","Address 745","City 5","State 0","ZIP00745",744,745,"Class 744","City 4","12:24:00","Room 44",744,745,"TeacherFirstName744","TeacherLastName744","Subject 4","2010-01-15",744,745,245,245,"2022-01-15",744,745,"FirstName744","LastName744","2000-09-01",1,1744,745,"Unique Subject 1744","Unique description for subject 1744",5,"Teacher 1744"
746,"School 746","Address 746","City 6","State 1","ZIP00746",745,746,"Class 745","City 5","12:25:00","Room 45",745,746,"TeacherFirstName745","TeacherLastName745","Subject 5","2010-01-16",745,746,246,246,"2022-01-16",745,746,"FirstName745","LastName745","2000-09-02",2,1745,746,"Unique Subject 1745","Unique description for subject 1745",1,"Teacher 1745"
747,"School 747","Address 747","City 7","State 2","ZIP00747",746,747,"Class 746","City 6","12:26:00","Room 46",746,747,"TeacherFirstName746","TeacherLastName746","Subject 6","2010-01-17",746,747,247,247,"2022-01-17",746,747,"FirstName746","LastName746","2000-09-03",3,1746,747,"Unique Subject 1746","Unique description for subject 1746",2,"Teacher 1746"
748,"School 748","Address 748","City 8","State 3","ZIP00748",747,748,"Class 747","City 7","12:27:00","Room 47",747,748,"TeacherFirstName747","TeacherLastName747","Subject 7","2010-01-18",747,748,248,248,"2022-01-18",747,748,"FirstName747","LastName747","2000-09-04",4,1747,748,"Unique Subject 1747","Unique description for subject 1747",3,"Teacher 1747"
749,"School 749","Address 749","City 9","State 4","ZIP00749",748,749,"Class 748","City 8","12:28:00","Room 48",748,749,"TeacherFirstName748","TeacherLastName748","Subject 8","2010-01-19",748,749,249,249,"2022-01-19",748,749,"FirstName748","LastName748","2000-09-05",5,1748,749,"Unique Subject 1748","Unique description for subject 1748",4,"Teacher 1748"
750,"School 750","Address 750","City 0","State 0","ZIP00750",749,750,"Class 749","City 9","12:29:00","Room 49",749,750,"TeacherFirstName749","TeacherLastName749","Subject 9","2010-01-20",749,750,250,250,"2022-01-20",749,750,"FirstName749","LastName749","2000-09-06",6,1749,750,"Unique Subject 1749","Unique description for subject 1749",5,"Teacher 1749"
751,"School 751","Address 751","City 1","State 1","ZIP00751",750,751,"Class 750","City 0","12:30:00","Room 0",750,751,"TeacherFirstName750","TeacherLastName750","Subject 0","2010-01-21",750,751,251,251,"2022-01-21",750,751,"FirstName750","LastName750","2000-09-07",7,1750,751,"Unique Subject 1750","Unique description for subject 1750",1,"Teacher 1750"
752,"School 752","Address 752","City 2","State 2","ZIP00752",751,752,"Class 751","City 1","12:31:00","Room 1",751,752,"TeacherFirstName751","TeacherLastName751","Subject 1","2010-01-22",751,752,252,252,"2022-01-22",751,752,"FirstName751","LastName751","2000-09-08",8,1751,752,"Unique Subject 1751","Unique description for subject 1751",2,"Teacher 1751"
753,"School 753","Address 753","City 3","State 3","ZIP00753",752,753,"Class 752","City 2","12:32:00","Room 2",752,753,"TeacherFirstName752","TeacherLastName752","Subject 2","2010-01-23",752,753,253,253,"2022-01-23",752,753,"FirstName752","LastName752","2000-09-09",9,1752,753,"Unique Subject 1752","Unique description for subject 1752",3,"Teacher 1752"
754,"School 754","Address 754","City 4","State 4","ZIP00754",753,754,"Class 753","City 3","12:33:00","Room 3",753,754,"TeacherFirstName753","TeacherLastName753","Subject 3","2010-01-24",753,754,254,254,"2022-01-24",753,754,"FirstName753","LastName753","2000-09-10",10,1753,754,"Unique Subject 1753","Unique description for subject 1753",4,"Teacher 1753"
755,"School 755","Address 755","City 5","State 0","ZIP00755",754,755,"Class 754","City 4","12:34:00","Room 4",754,755,"TeacherFirstName754","TeacherLastName754","Subject 4","2010-01-25",754,755,255,255,"2022-01-25",754,755,"FirstName754","LastName754","2000-09-11",11,1754,755,"Unique Subject 1754","Unique description for subject 1754",5,"Teacher 1754"
756,"School 756","Address 756","City 6","State 1","ZIP00756",755,756,"Class 755","City 5","12:35:00","Room 5",755,756,"TeacherFirstName755","TeacherLastName755","Subject 5","2010-01-26",755,756,256,256,"2022-01-26",755,756,"FirstName755","LastName755","2000-09-12",12,1755,756,"Unique Subject 1755","Unique description for subject 1755",1,"Teacher 1755"
757,"School 757","Address 757","City 7","State 2","ZIP00757",756,757,"Class 756","City 6","12:36:00","Room 6",756,757,"TeacherFirstName756","TeacherLastName756","Subject 6","2010-01-27",756,757,257,257,"2022-01-27",756,757,"FirstName756","LastName756","2000-09-13",1,1756,757,"Unique Subject 1756","Unique description for subject 1756",2,"Teacher 1756"
758,"School 758","Address 758","City 8","State 3","ZIP00758",757,758,"Class 757","City 7","12:37:00","Room 7",757,758,"TeacherFirstName757","TeacherLastName757","Subject 7","2010-01-28",757,758,258,258,"2022-01-28",757,758,"FirstName757","LastName757","2000-09-14",2,1757,758,"Unique Subject 1757","Unique description for subject 1757",3,"Teacher 1757"
759,"School 759","Address 759","City 9","State 4","ZIP00759",758,759,"Class 758","City 8","12:38:00","Room 8",758,759,"TeacherFirstName758","TeacherLastName758","Subject 8","2010-01-29",758,759,259,259,"2022-01-29",758,759,"FirstName758","LastName758","2000-09-15",3,1758,759,"Unique Subject 1758","Unique description for subject 1758",4,"Teacher 1758"
760,"School 760","Address 760","City 0","State 0","ZIP00760",759,760,"Class 759","City 9","12:39:00","Room 9",759,760,"TeacherFirstName759","TeacherLastName759","Subject 9","2010-01-30",759,760,260,260,"2022-01-30",759,760,"FirstName759","LastName759","2000-09-16",4,1759,760,"Unique Subject 1759","Unique description for subject 1759",5,"Teacher 1759"
761,"School 761","Address 761","City 1","State 1","ZIP00761",760,761,"Class 760","City 0","12:40:00","Room 10",760,761,"TeacherFirstName760","TeacherLastName760","Subject 0","2010-01-31",760,761,261,261,"2022-01-31",760,761,"FirstName760","LastName760","2000-09-17",5,1760,761,"Unique Subject 1760","Unique description for subject 1760",1,"Teacher 1760"
762,"School 762","Address 762","City 2","State 2","ZIP00762",761,762,"Class 761","City 1","12:41:00","Room 11",761,762,"TeacherFirstName761","TeacherLastName761","Subject 1","2010-02-01",761,762,262,262,"2022-02-01",761,762,"FirstName761","LastName761","2000-09-18",6,1761,762,"Unique Subject 1761","Unique description for subject 1761",2,"Teacher 1761"
763,"School 763","Address 763","City 3","State 3","ZIP00763",762,763,"Class 762","City 2","12:42:00","Room 12",762,763,"TeacherFirstName762","TeacherLastName762","Subject 2","2010-02-02",762,763,263,263,"2022-02-02",762,763,"FirstName762","LastName762","2000-09-19",7,1762,763,"Unique Subject 1762","Unique description for subject 1762",3,"Teacher 1762"
764,"School 764","Address 764","City 4","State 4","ZIP00764",763,764,"Class 763","City 3","12:43:00","Room 13",763,764,"TeacherFirstName763","TeacherLastName763","Subject 3","2010-02-03",763,764,264,264,"2022-02-03",763,764,"FirstName763","LastName763","2000-09-20",8,1763,764,"Unique Subject 1763","Unique description for subject 1763",4,"Teacher 1763"
765,"School 765","Address 765","City 5","State 0","ZIP00765",764,765,"Class 764","City 4","12:44:00","Room 14",764,765,"TeacherFirstName764","TeacherLastName764","Subject 4","2010-02-04",764,765,265,265,"2022-02-04",764,765,"FirstName764","LastName764","2000-09-21",9,1764,765,"Unique Subject 1764","Unique description for subject 1764",5,"Teacher 1764"
766,"School 766","Address 766","City 6","State 1","ZIP00766",765,766,"Class 765","City 5","12:45:00","Room 15",765,766,"TeacherFirstName765","TeacherLastName765","Subject 5","2010-02-05",765,766,266,266,"2022-02-05",765,766,"FirstName765","LastName765","2000-09-22",10,1765,766,"Unique Subject 1765","Unique description for subject 1765",1,"Teacher 1765"
767,"School 767","Address 767","City 7","State 2","ZIP00767",766,767,"Class 766","City 6","12:46:00","Room 16",766,767,"TeacherFirstName766","TeacherLastName766","Subject 6","2010-02-06",766,767,267,267,"2022-02-06",766,767,"FirstName766","LastName766","2000-09-23",11,1766,767,"Unique Subject 1766","Unique description for subject 1766",2,"Teacher 1766"
768,"School 768","Address 768","City 8","State 3","ZIP00768",767,768,"Class 767","City 7","12:47:00","Room 17",767,768,"TeacherFirstName767","TeacherLastName767","Subject 7","2010-02-07",767,768,268,268,"2022-02-07",767,768,"FirstName767","LastName767","2000-09-24",12,1767,768,"Unique Subject 1767","Unique description for subject 1767",3,"Teacher 1767"
769,"School 769","Address 769","City 9","State 4","ZIP00769",768,769,"Class 768","City 8","12:48:00","Room 18",768,769,"TeacherFirstName768","TeacherLastName768","Subject 8","2010-02-08",768,769,269,269,"2022-02-08",768,769,"FirstName768","LastName768","2000-09-25",1,1768,769,"Unique Subject 1768","Unique description for subject 1768",4,"Teacher 1768"
770,"School 770","Address 770","City 0","State 0","ZIP00770",769,770,"Class 769","City 9","12:49:00","Room 19",769,770,"TeacherFirstName769","TeacherLastName769","Subject 9","2010-02-09",769,770,270,270,"2022-02-09",769,770,"FirstName769","LastName769","2000-09-26",2,1769,770,"Unique Subject 1769","Unique description for subject 1769",5,"Teacher 1769"
